	dataset	model	dataset_method	forget_set_size	patch_size	pretrain_iters	pretrain_lr	unlearn_method	exp_name	train_iters	k	factor	kd_T	gamma	alpha	msteps	delete_acc	delete_err	manip_acc	test_acc	manip_clean_acc	test_clean_acc	test_retain_acc	deletion_size	unlearn_time	train_clean_acc	ascLRscale	SSDdampening	selectwt
5031	CIFAR100	resnetwide28x10	labeltargeted	250	3	6000	0.025	SSD	unlearn	99	-1						0.488	0.488	0.012	0.63			0.7446938775510205	125	39.410581416	0.99464		2500.0	500.0
5032	CIFAR100	resnetwide28x10	labeltargeted	250	3	6000	0.025	SSD	unlearn	99	-1						0.496	0.496	0.004	0.645			0.7440816326530613	250	174.941392178	0.99462		50000.0	100000.0
5033	CIFAR100	resnetwide28x10	labeltargeted	250	3	6000	0.025	SSD	unlearn	99	-1						0.52	0.52	0.028	0.64			0.7438775510204082	25	146.658948194	0.9948		2500.0	500.0
5034	CIFAR100	resnetwide28x10	labeltargeted	250	3	6000	0.025	SSD	unlearn	99	-1						0.0	0.0	0.0	0.0			0.019387755102040816	125	39.56495685	0.01836		100.0	100.0
5035	CIFAR100	resnetwide28x10	labeltargeted	250	3	6000	0.025	SSD	unlearn	99	-1						0.49	0.49	0.004	0.645			0.7442857142857143	100	109.267847784	0.99462		10000.0	10000.0
5036	CIFAR100	resnetwide28x10	labeltargeted	250	3	6000	0.025	Scrub	unlearn	1500	-1		4		0.1	100	0.6	0.6	0.004	0.6			0.745	25	859.939040476	0.99476			
5037	CIFAR100	resnetwide28x10	labeltargeted	250	3	6000	0.025	SSD	unlearn	99	-1						0.48	0.48	0.004	0.645			0.7442857142857143	200	148.31208309700003	0.99462		10000.0	100000.0
5038	CIFAR100	resnetwide28x10	labeltargeted	250	3	6000	0.025	AscentLearn	unlearn	1500	5						0.48	0.48	0.004	0.645			0.7441836734693877	150	158.48491154200002	0.99462	5.0		
5039	CIFAR100	resnetwide28x10	labeltargeted	250	3	6000	0.025	AscentLearn	unlearn	1500	13						0.5	0.5	0.004	0.645			0.7442857142857143	50	568.7594799540001	0.99462	1.0		
5040	CIFAR100	resnetwide28x10	labeltargeted	250	3	6000	0.025	Scrub	unlearn	1500	-1		4		5.0	100	0.48	0.48	0.048	0.665			0.7479591836734694	100	1192.380751235	0.99476			
5041	CIFAR100	resnetwide28x10	labeltargeted	250	3	6000	0.025	SSD	unlearn	99	-1						0.0	0.0	0.0	0.0			0.01020408163265306	250	40.111237184	0.01		10.0	100.0
5042	CIFAR100	resnetwide28x10	labeltargeted	250	3	6000	0.025	SSD	unlearn	99	-1						0.044444444444444446	0.044444444444444446	0.156	0.37			0.7264285714285714	225	173.066832913	0.98938		1000.0	100.0
5043	CIFAR100	resnetwide28x10	labeltargeted	250	3	6000	0.025	SSD	unlearn	99	-1						0.504	0.504	0.012	0.63			0.7448979591836735	250	40.072652423	0.99466		5000.0	500.0
5044	CIFAR100	resnetwide28x10	labeltargeted	250	3	6000	0.025	SSD	unlearn	99	-1						0.04	0.04	0.004	0.01			0.5855102040816327	25	148.738418153	0.80524		500.0	100.0
5045	CIFAR100	resnetwide28x10	labeltargeted	250	3	6000	0.025	AscentLearn	unlearn	1500	13						0.4533333333333333	0.4533333333333333	0.564	0.775			0.7426530612244898	150	566.4546311189998	0.99748	0.1		
5046	CIFAR100	resnetwide28x10	labeltargeted	250	3	6000	0.025	SSD	unlearn	99	-1						0.0	0.0	0.0	0.0			0.01020408163265306	25	143.793215346	0.01		100.0	100.0
5047	CIFAR100	resnetwide28x10	labeltargeted	250	3	6000	0.025	SSD	unlearn	99	-1						0.0	0.0	0.0	0.0			0.01020408163265306	75	40.151012987	0.01		0.1	0.1
5048	CIFAR100	resnetwide28x10	labeltargeted	250	3	6000	0.025	AscentLearn	unlearn	1500	-1						0.415	0.415	0.624	0.735			0.7474489795918368	200	355.2089405309999	0.9978	0.01		
5049	CIFAR100	resnetwide28x10	labeltargeted	250	3	6000	0.025	AscentLearn	unlearn	1500	13						0.42	0.42	0.288	0.725			0.7437755102040816	100	220.971783394	0.99618	0.1		
5050	CIFAR100	resnetwide28x10	labeltargeted	250	3	6000	0.025	EU	unlearn	1500	5						0.6	0.6	0.004	0.615			0.7296938775510204	25	418.23260781800013	0.9946			
5051	CIFAR100	resnetwide28x10	labeltargeted	250	3	6000	0.025	SSD	unlearn	99	-1						0.48	0.48	0.004	0.64			0.7442857142857143	150	147.34885013599998	0.99462		10000.0	10000.0
5052	CIFAR100	resnetwide28x10	labeltargeted	250	3	6000	0.025	AscentLearn	unlearn	1500	5						0.492	0.492	0.112	0.75			0.7455102040816326	250	160.254090014	0.9953	0.001		
5053	CIFAR100	resnetwide28x10	labeltargeted	250	3	6000	0.025	SSD	unlearn	99	-1						0.5	0.5	0.004	0.645			0.7444897959183674	50	112.37591411	0.9946		2500.0	500.0
5054	CIFAR100	resnetwide28x10	labeltargeted	250	3	6000	0.025	SSD	unlearn	99	-1						0.0	0.0	0.0	0.0			0.01020408163265306	250	39.020732084	0.01		0.010000000000000002	0.1
5055	CIFAR100	resnetwide28x10	labeltargeted	250	3	6000	0.025	AscentLearn	unlearn	1500	5						0.48	0.48	0.008	0.69			0.7458163265306123	50	303.03914192	0.99476	0.1		
5056	CIFAR100	resnetwide28x10	labeltargeted	250	3	6000	0.025	SSD	unlearn	99	-1						0.08	0.08	0.088	0.185			0.6866326530612245	50	39.348008135	0.9572		500.0	500.0
5057	CIFAR100	resnetwide28x10	labeltargeted	250	3	6000	0.025	AscentLearn	unlearn	1500	-1						0.48	0.48	0.004	0.645			0.7442857142857143	125	720.9013599379998	0.99462	1.0		
5058	CIFAR100	resnetwide28x10	labeltargeted	250	3	6000	0.025	AscentLearn	unlearn	1500	13						0.496	0.496	0.004	0.645			0.7440816326530613	250	536.8573367060001	0.99462	0.1		
5059	CIFAR100	resnetwide28x10	labeltargeted	250	3	6000	0.025	SSD	unlearn	99	-1						0.49	0.49	0.004	0.645			0.7442857142857143	100	114.361049473	0.99462		5000.0	500.0
5060	CIFAR100	resnetwide28x10	labeltargeted	250	3	6000	0.025	AscentLearn	unlearn	1500	13						0.4857142857142857	0.4857142857142857	0.004	0.645			0.7441836734693877	175	208.35867165000002	0.99462	10.0		
5061	CIFAR100	resnetwide28x10	labeltargeted	250	3	6000	0.025	Scrub	unlearn	1500	-1		4		0.01	100	0.492	0.492	0.008	0.69			0.7442857142857143	250	1093.6467947489998	0.9948			
5062	CIFAR100	resnetwide28x10	labeltargeted	250	3	6000	0.025	SSD	unlearn	99	-1						0.48	0.48	0.004	0.645			0.7441836734693877	150	39.512751358	0.99462		50000.0	100000.0
5063	CIFAR100	resnetwide28x10	labeltargeted	250	3	6000	0.025	SSD	unlearn	99	-1						0.34	0.34	0.296	0.54			0.7011224489795919	100	144.438353719	0.9806		250.0	50.0
5064	CIFAR100	resnetwide28x10	labeltargeted	250	3	6000	0.025	EU	unlearn	1500	5						0.4	0.4	0.524	0.72			0.7267346938775511	225	180.952326131	0.99728			
5065	CIFAR100	resnetwide28x10	labeltargeted	250	3	6000	0.025	AscentLearn	unlearn	1500	13						0.48	0.48	0.004	0.645			0.7442857142857143	125	434.847860961	0.99462	0.1		
5066	CIFAR100	resnetwide28x10	labeltargeted	250	3	6000	0.025	SSD	unlearn	99	-1						0.4857142857142857	0.4857142857142857	0.004	0.645			0.7441836734693877	175	39.982028912000004	0.99462		50000.0	10000.0
5067	CIFAR100	resnetwide28x10	labeltargeted	250	3	6000	0.025	SSD	unlearn	99	-1						0.48	0.48	0.004	0.645			0.7441836734693877	200	39.511979681	0.99462		100000.0	100000.0
5068	CIFAR100	resnetwide28x10	labeltargeted	250	3	6000	0.025	AscentLearn	unlearn	1500	13						0.4857142857142857	0.4857142857142857	0.004	0.645			0.7441836734693877	175	215.67438496399996	0.99462	1.0		
5069	CIFAR100	resnetwide28x10	labeltargeted	250	3	6000	0.025	AscentLearn	unlearn	1500	-1						0.49777777777777776	0.49777777777777776	0.004	0.645			0.7441836734693877	225	354.665975526	0.99462	0.1		
5070	CIFAR100	resnetwide28x10	labeltargeted	250	3	6000	0.025	AscentLearn	unlearn	1500	5						0.464	0.464	0.012	0.7			0.7456122448979592	125	306.286822585	0.9948	0.05		
5071	CIFAR100	resnetwide28x10	labeltargeted	250	3	6000	0.025	SSD	unlearn	99	-1						0.0	0.0	0.0	0.0			0.010612244897959184	125	39.474626701999995	0.01022		50.0	50.0
5072	CIFAR100	resnetwide28x10	labeltargeted	250	3	6000	0.025	AscentLearn	unlearn	1500	-1						0.5	0.5	0.004	0.645			0.7441836734693877	50	352.8533071319998	0.99462	10.0		
5073	CIFAR100	resnetwide28x10	labeltargeted	250	3	6000	0.025	SSD	unlearn	99	-1						0.6	0.6	0.004	0.645			0.7442857142857143	25	143.906538044	0.99462		10000.0	100000.0
5074	CIFAR100	resnetwide28x10	labeltargeted	250	3	6000	0.025	AscentLearn	unlearn	1500	5						0.47	0.47	0.016	0.71			0.7461224489795918	200	160.70622332600004	0.99482	0.01		
5075	CIFAR100	resnetwide28x10	labeltargeted	250	3	6000	0.025	SSD	unlearn	99	-1						0.504	0.504	0.012	0.63			0.7444897959183674	250	148.500731528	0.99466		5000.0	1000.0
5076	CIFAR100	resnetwide28x10	labeltargeted	250	3	6000	0.025	SSD	unlearn	99	-1						0.0	0.0	0.0	0.0			0.01020408163265306	125	39.585709082	0.01		0.010000000000000002	0.1
5077	CIFAR100	resnetwide28x10	labeltargeted	250	3	6000	0.025	AscentLearn	unlearn	1500	-1						0.48	0.48	0.004	0.645			0.7441836734693877	200	338.48836909000005	0.99462	10.0		
5078	CIFAR100	resnetwide28x10	labeltargeted	250	3	6000	0.025	Scrub	unlearn	1500	-1		4		0.01	100	0.52	0.52	0.008	0.665			0.7440816326530613	75	1170.8900991879998	0.9948			
5079	CIFAR100	resnetwide28x10	labeltargeted	250	3	6000	0.025	Scrub	unlearn	1500	-1		4		0.5	100	0.5	0.5	0.004	0.645			0.7456122448979592	50	866.3414566320002	0.9948			
5080	CIFAR100	resnetwide28x10	labeltargeted	250	3	6000	0.025	SSD	unlearn	99	-1						0.0	0.0	0.0	0.0			0.01020408163265306	200	39.988405284	0.01		1.0	10.0
5081	CIFAR100	resnetwide28x10	labeltargeted	250	3	6000	0.025	AscentLearn	unlearn	1500	-1						0.5	0.5	0.004	0.645			0.7441836734693877	50	353.34500088099986	0.99462	5.0		
5082	CIFAR100	resnetwide28x10	labeltargeted	250	3	6000	0.025	EU	unlearn	6000	-1						0.33714285714285713	0.33714285714285713	0.512	0.755			0.7434693877551021	175	1466.0713738489992	0.99724			
5083	CIFAR100	resnetwide28x10	labeltargeted	250	3	6000	0.025	SSD	unlearn	99	-1						0.0	0.0	0.0	0.0			0.01020408163265306	225	39.562352016999995	0.01		1.0	0.1
5084	CIFAR100	resnetwide28x10	labeltargeted	250	3	6000	0.025	AscentLearn	unlearn	1500	-1						0.5333333333333333	0.5333333333333333	0.004	0.645			0.7442857142857143	75	722.8219039059999	0.99462	10.0		
5085	CIFAR100	resnetwide28x10	labeltargeted	250	3	6000	0.025	EU	unlearn	1500	13						0.33	0.33	0.408	0.58			0.6936734693877551	100	243.65660068	0.9513			
5086	CIFAR100	resnetwide28x10	labeltargeted	250	3	6000	0.025	SSD	unlearn	99	-1						0.496	0.496	0.004	0.645			0.7440816326530613	250	172.604765485	0.99462		100000.0	10000.0
5087	CIFAR100	resnetwide28x10	labeltargeted	250	3	6000	0.025	SSD	unlearn	99	-1						0.0	0.0	0.0	0.0			0.01020408163265306	200	38.951434727999995	0.01		0.010000000000000002	0.1
5088	CIFAR100	resnetwide28x10	labeltargeted	250	3	6000	0.025	AscentLearn	unlearn	1500	13						0.48	0.48	0.004	0.645			0.7442857142857143	125	429.99152940500005	0.99462	0.5		
5089	CIFAR100	resnetwide28x10	labeltargeted	250	3	6000	0.025	Scrub	unlearn	1500	-1		4		10.0	100	0.48	0.48	0.004	0.575			0.741938775510204	200	439.757193032	0.9946			
5090	CIFAR100	resnetwide28x10	labeltargeted	250	3	6000	0.025	SSD	unlearn	99	-1						0.0	0.0	0.0	0.0			0.11979591836734693	25	105.32615657900001	0.13396		250.0	50.0
5091	CIFAR100	resnetwide28x10	labeltargeted	250	3	6000	0.025	Scrub	unlearn	1500	-1		4		10.0	100	0.48	0.48	0.004	0.575			0.7424489795918368	150	1088.0676374569998	0.9946			
5092	CIFAR100	resnetwide28x10	labeltargeted	250	3	6000	0.025	AscentLearn	unlearn	1500	13						0.4857142857142857	0.4857142857142857	0.004	0.645			0.7441836734693877	175	214.90396303000003	0.99462	5.0		
5093	CIFAR100	resnetwide28x10	labeltargeted	250	3	6000	0.025	SSD	unlearn	99	-1						0.0	0.0	0.008	0.02			0.6502040816326531	225	143.26728403200002	0.90956		100.0	1000.0
5094	CIFAR100	resnetwide28x10	labeltargeted	250	3	6000	0.025	SSD	unlearn	99	-1						0.0	0.0	0.0	0.0			0.3560204081632653	75	147.20000360900002	0.44232		250.0	500.0
5095	CIFAR100	resnetwide28x10	labeltargeted	250	3	6000	0.025	SSD	unlearn	99	-1						0.0	0.0	0.0	0.0			0.01020408163265306	200	39.87340644299999	0.01		10.0	10.0
5096	CIFAR100	resnetwide28x10	labeltargeted	250	3	6000	0.025	SSD	unlearn	99	-1						0.0	0.0	0.0	0.0			0.01020408163265306	250	39.288360456	0.01		5.0	1.0
5097	CIFAR100	resnetwide28x10	labeltargeted	250	3	6000	0.025	AscentLearn	unlearn	1500	-1						0.45	0.45	0.26	0.745			0.7503061224489795	100	861.5534414470001	0.996	0.05		
5098	CIFAR100	resnetwide28x10	labeltargeted	250	3	6000	0.025	SSD	unlearn	99	-1						0.4533333333333333	0.4533333333333333	0.048	0.595			0.741938775510204	150	39.638748273	0.99486		2500.0	500.0
5099	CIFAR100	resnetwide28x10	labeltargeted	250	3	6000	0.025	SSD	unlearn	99	-1						0.0	0.0	0.0	0.0			0.01020408163265306	200	39.772925351	0.01		10.0	1.0
5100	CIFAR100	resnetwide28x10	labeltargeted	250	3	6000	0.025	Scrub	unlearn	1500	-1		4		0.01	100	0.464	0.464	0.008	0.675			0.7451020408163266	125	908.662685768	0.9948			
5101	CIFAR100	resnetwide28x10	labeltargeted	250	3	6000	0.025	CF	unlearn	1500	-1						0.3422222222222222	0.3422222222222222	0.692	0.735			0.7501020408163265	225	377.06628275899993	0.99814			
5102	CIFAR100	resnetwide28x10	labeltargeted	250	3	6000	0.025	Scrub	unlearn	1500	-1		4		0.1	100	0.4533333333333333	0.4533333333333333	0.792	0.78			0.7451020408163266	225	457.49431512299986	0.99876			
5103	CIFAR100	resnetwide28x10	labeltargeted	250	3	6000	0.025	SSD	unlearn	99	-1						0.48	0.48	0.004	0.645			0.7441836734693877	150	39.485291153000006	0.99462		5000000.0	1000000.0
5104	CIFAR100	resnetwide28x10	labeltargeted	250	3	6000	0.025	SSD	unlearn	99	-1						0.5	0.5	0.004	0.645			0.7441836734693877	50	39.484777942	0.99462		1000000.0	1000000.0
5105	CIFAR100	resnetwide28x10	labeltargeted	250	3	6000	0.025	SSD	unlearn	99	-1						0.0	0.0	0.0	0.0			0.01020408163265306	200	39.732568577	0.01002		50.0	50.0
5106	CIFAR100	resnetwide28x10	labeltargeted	250	3	6000	0.025	AscentLearn	unlearn	1500	-1						0.6	0.6	0.004	0.645			0.7442857142857143	25	933.4563855899999	0.99462	5.0		
5107	CIFAR100	resnetwide28x10	labeltargeted	250	3	6000	0.025	AscentLearn	unlearn	1500	5						0.4666666666666667	0.4666666666666667	0.012	0.675			0.7459183673469387	150	398.857341215	0.99482	0.01		
5108	CIFAR100	resnetwide28x10	labeltargeted	250	3	6000	0.025	AscentLearn	unlearn	1500	-1						0.49777777777777776	0.49777777777777776	0.004	0.645			0.7442857142857143	225	867.4672018669999	0.99462	10.0		
5109	CIFAR100	resnetwide28x10	labeltargeted	250	3	6000	0.025	SSD	unlearn	99	-1						0.4857142857142857	0.4857142857142857	0.004	0.645			0.7441836734693877	175	39.655768236	0.99462		500000.0	100000.0
5110	CIFAR100	resnetwide28x10	labeltargeted	250	3	6000	0.025	SSD	unlearn	99	-1						0.49	0.49	0.004	0.645			0.7442857142857143	100	114.153703657	0.99462		10000.0	100000.0
5111	CIFAR100	resnetwide28x10	labeltargeted	250	3	6000	0.025	AscentLearn	unlearn	1500	13						0.48	0.48	0.004	0.645			0.7441836734693877	200	215.489603421	0.99462	10.0		
5112	CIFAR100	resnetwide28x10	labeltargeted	250	3	6000	0.025	AscentLearn	unlearn	1500	-1						0.37777777777777777	0.37777777777777777	0.772	0.805			0.7426530612244898	225	355.14822033799993	0.9983	0.05		
5113	CIFAR100	resnetwide28x10	labeltargeted	250	3	6000	0.025	SSD	unlearn	99	-1						0.0	0.0	0.0	0.0			0.01020408163265306	100	144.44719914	0.01		1.0	1.0
5114	CIFAR100	resnetwide28x10	labeltargeted	250	3	6000	0.025	SSD	unlearn	99	-1						0.0	0.0	0.0	0.0			0.01020408163265306	200	39.741436666	0.01		5.0	1.0
5115	CIFAR100	resnetwide28x10	labeltargeted	250	3	6000	0.025	SSD	unlearn	99	-1						0.49	0.49	0.004	0.64			0.7443877551020408	100	94.31906276199999	0.99462		2500.0	500.0
5116	CIFAR100	resnetwide28x10	labeltargeted	250	3	6000	0.025	AscentLearn	unlearn	1500	13						0.48	0.48	0.004	0.645			0.7441836734693877	200	215.185523604	0.99462	5.0		
5117	CIFAR100	resnetwide28x10	labeltargeted	250	3	6000	0.025	CF	unlearn	1500	5						0.5066666666666667	0.5066666666666667	0.008	0.62			0.7451020408163266	75	315.8273251829999	0.99486			
5118	CIFAR100	resnetwide28x10	labeltargeted	250	3	6000	0.025	SSD	unlearn	99	-1						0.5333333333333333	0.5333333333333333	0.004	0.645			0.7442857142857143	75	149.526164088	0.99462		100000.0	100000.0
5119	CIFAR100	resnetwide28x10	labeltargeted	250	3	6000	0.025	SSD	unlearn	99	-1						0.0	0.0	0.0	0.0			0.01020408163265306	225	172.42953154699998	0.01		5.0	10.0
5120	CIFAR100	resnetwide28x10	labeltargeted	250	3	6000	0.025	SSD	unlearn	99	-1						0.0	0.0	0.0	0.0			0.010816326530612244	225	39.401786688	0.01054		25.0	50.0
5121	CIFAR100	resnetwide28x10	labeltargeted	250	3	6000	0.025	AscentLearn	unlearn	1500	13						0.44571428571428573	0.44571428571428573	0.556	0.775			0.7434693877551021	175	221.02677229999995	0.99752	0.05		
5122	CIFAR100	resnetwide28x10	labeltargeted	250	3	6000	0.025	SSD	unlearn	99	-1						0.368	0.368	0.044	0.36			0.6473469387755102	125	39.581701251	0.90248		100.0	1000.0
5123	CIFAR100	resnetwide28x10	labeltargeted	250	3	6000	0.025	SSD	unlearn	99	-1						0.48	0.48	0.004	0.645			0.7441836734693877	125	39.93100888	0.99462		1000000.0	1000000.0
5124	CIFAR100	resnetwide28x10	labeltargeted	250	3	6000	0.025	AscentLearn	unlearn	1500	-1						0.4857142857142857	0.4857142857142857	0.004	0.645			0.7441836734693877	175	324.00914226000003	0.99462	10.0		
5125	CIFAR100	resnetwide28x10	labeltargeted	250	3	6000	0.025	SSD	unlearn	99	-1						0.0	0.0	0.0	0.0			0.02816326530612245	100	94.474243469	0.02858		50.0	100.0
5126	CIFAR100	resnetwide28x10	labeltargeted	250	3	6000	0.025	SSD	unlearn	99	-1						0.0	0.0	0.0	0.0			0.01020408163265306	100	147.093972138	0.01		0.010000000000000002	0.1
5127	CIFAR100	resnetwide28x10	labeltargeted	250	3	6000	0.025	SSD	unlearn	99	-1						0.0	0.0	0.0	0.0			0.01020408163265306	175	39.309150087000006	0.01		10.0	10.0
5128	CIFAR100	resnetwide28x10	labeltargeted	250	3	6000	0.025	SSD	unlearn	99	-1						0.0	0.0	0.0	0.0			0.4387755102040816	175	39.936510817000006	0.58136		500.0	1000.0
5129	CIFAR100	resnetwide28x10	labeltargeted	250	3	6000	0.025	SSD	unlearn	99	-1						0.224	0.224	0.132	0.295			0.5862244897959183	125	39.395699583	0.8085		500.0	100.0
5130	CIFAR100	resnetwide28x10	labeltargeted	250	3	6000	0.025	SSD	unlearn	99	-1						0.48	0.48	0.004	0.645			0.7442857142857143	150	145.91272621299998	0.99462		10000000.0	1000000.0
5131	CIFAR100	resnetwide28x10	labeltargeted	250	3	6000	0.025	SSD	unlearn	99	-1						0.0	0.0	0.0	0.0			0.01020408163265306	150	39.620534849	0.01		0.1	0.1
5132	CIFAR100	resnetwide28x10	labeltargeted	250	3	6000	0.025	SSD	unlearn	99	-1						0.0	0.0	0.0	0.0			0.01020408163265306	25	104.984492772	0.01		0.1	0.1
5133	CIFAR100	resnetwide28x10	labeltargeted	250	3	6000	0.025	AscentLearn	unlearn	1500	13						0.49777777777777776	0.49777777777777776	0.004	0.645			0.7442857142857143	225	551.296798527	0.99462	5.0		
5134	CIFAR100	resnetwide28x10	labeltargeted	250	3	6000	0.025	Scrub	unlearn	1500	-1		4		0.05	100	0.6	0.6	0.004	0.6			0.7438775510204082	25	866.8868037619999	0.9948			
5135	CIFAR100	resnetwide28x10	labeltargeted	250	3	6000	0.025	EU	unlearn	1500	13						0.32	0.32	0.448	0.62			0.6966326530612245	25	465.02142254399985	0.95472			
5136	CIFAR100	resnetwide28x10	labeltargeted	250	3	6000	0.025	AscentLearn	unlearn	1500	5						0.6	0.6	0.0	0.715			0.7448979591836735	25	398.745887979	0.99472	0.01		
5137	CIFAR100	resnetwide28x10	labeltargeted	250	3	6000	0.025	SSD	unlearn	99	-1						0.0	0.0	0.0	0.0			0.5395918367346939	75	144.10452307699998	0.73662		500.0	500.0
5138	CIFAR100	resnetwide28x10	labeltargeted	250	3	6000	0.025	SSD	unlearn	99	-1						0.0	0.0	0.0	0.0			0.014693877551020407	100	149.27389456	0.01546		50.0	10.0
5139	CIFAR100	resnetwide28x10	labeltargeted	250	3	6000	0.025	SSD	unlearn	99	-1						0.224	0.224	0.132	0.295			0.5862244897959183	125	39.607229072	0.8085		500.0	500.0
5140	CIFAR100	resnetwide28x10	labeltargeted	250	3	6000	0.025	SSD	unlearn	99	-1						0.48	0.48	0.004	0.645			0.7442857142857143	200	146.52254329	0.99462		5000.0	10000.0
5141	CIFAR100	resnetwide28x10	labeltargeted	250	3	6000	0.025	AscentLearn	unlearn	1500	-1						0.4266666666666667	0.4266666666666667	0.368	0.715			0.7487755102040816	150	354.51392216700003	0.99652	0.001		
5142	CIFAR100	resnetwide28x10	labeltargeted	250	3	6000	0.025	AscentLearn	unlearn	1500	13						0.5333333333333333	0.5333333333333333	0.004	0.645			0.7442857142857143	75	550.4992873630001	0.99462	0.5		
5143	CIFAR100	resnetwide28x10	labeltargeted	250	3	6000	0.025	SSD	unlearn	99	-1						0.6	0.6	0.004	0.645			0.7442857142857143	25	112.32861919800001	0.99462		5000000.0	1000000.0
5144	CIFAR100	resnetwide28x10	labeltargeted	250	3	6000	0.025	CF	unlearn	1500	5						0.49333333333333335	0.49333333333333335	0.024	0.69			0.7451020408163266	225	408.870886898	0.99484			
5145	CIFAR100	resnetwide28x10	labeltargeted	250	3	6000	0.025	SSD	unlearn	99	-1						0.0	0.0	0.0	0.0			0.01020408163265306	75	39.876869991	0.01		10.0	10.0
5146	CIFAR100	resnetwide28x10	labeltargeted	250	3	6000	0.025	Scrub	unlearn	1500	-1		4		5.0	100	0.4066666666666667	0.4066666666666667	0.08	0.66			0.7465306122448979	150	457.9187307939998	0.99498			
5147	CIFAR100	resnetwide28x10	labeltargeted	250	3	6000	0.025	AscentLearn	unlearn	1500	-1						0.49777777777777776	0.49777777777777776	0.004	0.645			0.7441836734693877	225	349.0487987	0.99462	1.0		
5148	CIFAR100	resnetwide28x10	labeltargeted	250	3	6000	0.025	SSD	unlearn	99	-1						0.0	0.0	0.0	0.0			0.01020408163265306	250	171.842982064	0.01		0.5	0.1
5149	CIFAR100	resnetwide28x10	labeltargeted	250	3	6000	0.025	SSD	unlearn	99	-1						0.04	0.04	0.196	0.295			0.6721428571428572	250	39.835753389000004	0.94148		500.0	1000.0
5150	CIFAR100	resnetwide28x10	labeltargeted	250	3	6000	0.025	SSD	unlearn	99	-1						0.49777777777777776	0.49777777777777776	0.004	0.645			0.7441836734693877	225	40.148911768000005	0.99462		1000000.0	100000.0
5151	CIFAR100	resnetwide28x10	labeltargeted	250	3	6000	0.025	SSD	unlearn	99	-1						0.5333333333333333	0.5333333333333333	0.004	0.645			0.7441836734693877	75	39.487670724000004	0.99462		50000.0	10000.0
5152	CIFAR100	resnetwide28x10	labeltargeted	250	3	6000	0.025	Scrub	unlearn	1500	-1		4		1.0	100	0.48	0.48	0.004	0.63			0.7445918367346939	150	458.2410879809999	0.99478			
5153	CIFAR100	resnetwide28x10	labeltargeted	250	3	6000	0.025	SSD	unlearn	99	-1						0.48	0.48	0.004	0.645			0.7442857142857143	150	143.308414889	0.99462		50000.0	10000.0
5154	CIFAR100	resnetwide28x10	labeltargeted	250	3	6000	0.025	SSD	unlearn	99	-1						0.48	0.48	0.004	0.645			0.7441836734693877	125	39.812024839	0.99462		10000.0	10000.0
5155	CIFAR100	resnetwide28x10	labeltargeted	250	3	6000	0.025	AscentLearn	unlearn	1500	13						0.48	0.48	0.004	0.645			0.7441836734693877	150	213.16410394999997	0.99462	10.0		
5156	CIFAR100	resnetwide28x10	labeltargeted	250	3	6000	0.025	Scrub	unlearn	1500	-1		4		5.0	100	0.56	0.56	0.012	0.6			0.7458163265306123	75	457.50403537500006	0.99452			
5157	CIFAR100	resnetwide28x10	labeltargeted	250	3	6000	0.025	SSD	unlearn	99	-1						0.0	0.0	0.0	0.0			0.01020408163265306	125	38.961291361	0.01		1.0	0.1
5158	CIFAR100	resnetwide28x10	labeltargeted	250	3	6000	0.025	Scrub	unlearn	1500	-1		4		1.0	100	0.5333333333333333	0.5333333333333333	0.004	0.655			0.7455102040816326	75	457.86380301599996	0.9948			
5159	CIFAR100	resnetwide28x10	labeltargeted	250	3	6000	0.025	SSD	unlearn	99	-1						0.49777777777777776	0.49777777777777776	0.004	0.64			0.7443877551020408	225	40.135932008	0.99462		5000.0	500.0
5160	CIFAR100	resnetwide28x10	labeltargeted	250	3	6000	0.025	AscentLearn	unlearn	1500	13						0.48	0.48	0.004	0.645			0.7441836734693877	150	214.71135328399998	0.99462	5.0		
5161	CIFAR100	resnetwide28x10	labeltargeted	250	3	6000	0.025	SSD	unlearn	99	-1						0.0	0.0	0.028	0.115			0.684795918367347	225	173.275585877	0.95488		500.0	1000.0
5162	CIFAR100	resnetwide28x10	labeltargeted	250	3	6000	0.025	SSD	unlearn	99	-1						0.48	0.48	0.004	0.645			0.7443877551020408	125	39.749038661	0.99462		5000.0	500.0
5163	CIFAR100	resnetwide28x10	labeltargeted	250	3	6000	0.025	SSD	unlearn	99	-1						0.17	0.17	0.092	0.275			0.6570408163265307	200	39.801994805999996	0.91962		500.0	500.0
5164	CIFAR100	resnetwide28x10	labeltargeted	250	3	6000	0.025	SSD	unlearn	99	-1						0.0	0.0	0.0	0.0			0.01020408163265306	50	112.37075028699999	0.01		50.0	10.0
5165	CIFAR100	resnetwide28x10	labeltargeted	250	3	6000	0.025	CF	unlearn	1500	-1						0.44	0.44	0.228	0.69			0.7477551020408163	100	956.361837214	0.9959			
5166	CIFAR100	resnetwide28x10	labeltargeted	250	3	6000	0.025	AscentLearn	unlearn	1500	-1						0.46	0.46	0.144	0.73			0.7525510204081632	50	939.3870003849997	0.99526	0.01		
5167	CIFAR100	resnetwide28x10	labeltargeted	250	3	6000	0.025	SSD	unlearn	99	-1						0.48	0.48	0.004	0.645			0.7441836734693877	125	39.484420873	0.99462		1000000.0	100000.0
